NU_INSCRICAO,NU_NOTA_MT
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,582.423068533543
413cbb38b2e2522f8167ffb9daeac1347b281393,490.25660614501476
68985fad004092956a4b4ce94dd53dc76d07eaf7,496.19836288887063
bdca9aeb19521675af15f2c28d86f6bebc45a834,509.8849958846072
b65b19d42b7a4b644fe9f99366dcb37b120862d9,414.88324283427727
eda898aa8ec465cbac70de72ead0c6d688e5f95a,458.61751564009705
5357b6c09be4c7f3829b72f80de846a9228253cb,0.9930837297925663
8d5c4481d736f6ce27976e400f4245bf10757608,439.16662225633274
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,1.1765092284038232
089613ac7dca24109f84c72a97c83b2768b1df1c,1.1203343016901783
527773409bf373301dbd835e59a263c035c043b8,1.2475848735877904
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,0.0
c4cea54435c0fd0e171eed4c215479bb3ca86113,455.09317577507534
7d5cd89c6112b9a202a025a24355135bc60848c6,492.74772918248607
b70ab62384aa80545928a311f5b5d3db2f4d87ee,538.788409379147
c96431dd924f366d2229a7f1455388b8cd85be49,586.7555242009373
1b72da5bb82cc150ecfe71218c02f155d694230b,1.284909772536519
e429507efe1c2680cc464481850117d17083cd88,1.412160344434131
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,422.19134834983174
e724482370ae6126008ade80b564ad8d8a0a7cbd,469.6501527423455
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,580.3137735202241
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,1.539410916331743
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,502.7637330431337
7f898f8939ae054359f83ee154bb91bc7dd2c959,560.131467767502
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,461.85227853772795
82e3b12c6366008fabc238f299f117074e78de5d,401.5833036657398
0d838be0e718ceb786cdb10fcc12559e00440240,531.2770832107682
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,465.8088105972169
5a9d89465845ac2d81366275cbb1a81d627efd36,0.0
c83fe640ba466ba904ac1055e53a875289888797,451.9638891388909
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,473.3589526103015
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,389.5837184381851
328639a0c753715c30a58bae70c82f2101153eb3,444.874703143244
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,0.0
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,536.2996627098541
f56746cc2900258507d2b32c126f8db090db856f,461.4861687570451
1a4963b5fea8bb25c67750cdafbe84b01efad177,427.7646971240821
b520c940e62f4ed684417e7eacf00d85752060da,469.99543420563464
2e170cf2651ed448991af6fc5df15167733b2d8f,502.1128017147272
6efdd93a0ae289be6bb5a400bfc1deb077d75886,413.6530448750543
72ac2acc787d8cba0934cca3810ac091d792c8db,519.0780253613689
92a25eee14554806f081869cc9dac868fd1860fb,452.4480755351148
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,402.29128506829767
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,468.7957921173837
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,548.3444912598451
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,461.8438917990199
1730807e4916c5f7e8ab21e02ac5657bcea3e732,0.0
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,470.7749251972711
1a46d99716282410d1170f0f35069b34e34415d4,417.0803937238459
0467e022da4ef897f666bc76f31e1bc8976f7e92,508.3146792834915
993aca0d5eac6741117947c82a3647102096255e,471.1943560609569
94c96ade6ade21deb080bba6aad537fc4f195d47,509.92938352487886
36bb672077a46a3e4755cef90437a616d28bdf23,434.12902124477677
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,381.76193437564615
328ca19128d276eb4fbc309c54ec7f346c803d2f,689.8900331134538
27cdb62f0a2a5467efeb30aafbf246ed2320c532,371.14110538649356
c52cae37c3653620bbec72264c502f45ca2a8671,0.0
f9ef2695eb0986666093945894b8f2fee351bf22,521.5045545515499
2178c497293d0cab01ce74f5105b1a398fb12d8e,0.0
e21faa0c07406dde71ec02f266b19b314ba8b0e2,0.9930837297925663
8a021391cdaac100dab56c59284bd50137a74129,537.983017793902
12ee0df69325d97cb95404958c4acf4112aeab8a,0.0
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,506.0823600266224
66cf0f8b5af2466f9616fd15c0c10344df84982a,0.0
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,481.2368148082417
60edc5708acd60680891ea15379dd07c7a5924ff,1.8401746137985775
b9f786712775e0d1d735398d710b01f404c985a3,418.6534846532644
564958997e204bda06fbe90afc4722805c78a855,556.9904992597717
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,413.6548579968856
527098f4ee3ceb5c393981930d23b8fe154f4db9,0.2720489621671902
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,485.37131005282544
8296743fdd105ce9183561cf5b359b0a3781465e,442.4753380552673
a3b79e8c739832c77df2ba6bcdb23a7518155a33,0.0
6602c7f15a1fdd082265b64976448c6809df792d,461.5407203835353
31ae66f0fe024acae4490915c348e487f2367574,504.222676226525
81901aa980653106e64863d957387d24e2c00af3,399.8902083538071
28e10d1bd0b6effe0edd503446ebda948ad240ad,432.5249630892235
53a7ee52a87f80241e2ca13c923e06b72bf3a059,414.3117278366513
50be5f75fdaedae454b0c3d63b7277854bd08d8f,48.631628442495455
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,0.0
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,586.5360149087592
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,0.0
02681b5c893b94db204713cb4b20dde6fc3f2f95,539.6370800586233
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,444.830962426704
829dd51f77f3ae74c2216de2d86139bd0a03367c,1.4584228981057379
28c6829e69879bc1d34db1cd51b89562d3cc596b,521.9804893511927
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,481.02985209604714
96715a069fbcb2e84b26a01563921962ccc4601e,1.8401746137985775
923538833160e8432636c88e8119378a43b3d766,455.1016980225775
aacb834258765a2959ee63c57d2be4923d11a696,449.2312216073881
c32e484025571dd94255a77f21de08ab8d2aaba8,469.860783902788
d425deeec0a3c7006f14d732eff8933d5155067f,472.54567224431497
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,492.205254083315
716a178e9a6f7791b820da77879943ac9040a547,459.09018685631605
430212cd8767ef2bff8cda0f61729203fef7523e,414.1334077870656
e97d33221238e445688a0e984778d4ecac788be2,524.4677917475218
695c9481580951d830c4431fc6c9dee778ba9ca1,0.6538006778600263
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,500.8916452303416
0411742cbb54fe1b6927b25f0bb52b885828c828,407.94745839269206
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,401.2637641198673
bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.0
e4e7a38b58319ad0a5cde4848622b21783c907e9,494.682051847563
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,553.7859187988329
aec1b63c3f0c9554e533752d8fe138ca82101d4a,428.69019641926695
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,498.62447469818574
4b48d500ba4410546ce01f7f6d44bcbafa73994f,414.03448361779357
edf33c347c866d26872f540bcc1f6ae415f3294c,473.400506230177
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,528.1662598184059
3a265ea6ebdc4eb2520db912adf5592f03b3d634,415.24610268024895
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,0.767344986804293
0ade5488fd62db34c11a369bdbb4327faacc1635,1.444716635152389
e418fbb77e6ff4103205f3b7f6a66d53183d809b,445.47780687253334
8ddbfe70cd41135cb6f125335a48d100789edbf7,398.500770033627
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,0.0
1d3e406d0223d4cb0328850d689ba9fcadf62776,443.15153880837215
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,0.11738586436288756
ecaf075653faf2dcdf946c0ce50629f5083347c0,407.6555173975425
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,508.09354294570494
d43894c5e83bb3a7e5000636295b0b050de19309,1.3037598003014352
5b7877d12550dd35d27a02b66a13f2a27bce11ca,418.88533386177005
18f800ec03e33ebad5fb97aa8465dd3e5961337e,425.96631705792686
bb39cc6296f2c9da3963994899c5c34b50965720,0.6263881519533356
76facda8958cbaf5dba09a4d35d3b4de7596a49d,1.539410916331743
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,464.3496355509133
e887be276bf553575b20ed1a0de8833d9cb7e247,0.0
cc8794762ffa592758b5117d67e0d02e2e8b9c49,520.4574050296679
894d277c608610fa8c31db531f64582b9569b2e9,423.86179611408147
b2e029961aa0f20071b74708e0d97e6f200ec582,456.60348461698027
12c7d85e168b09a0278df140a22bcb0052a59b0a,400.1900278870306
64c4892488a9c6281bdabf467a0b5a6382d248e6,459.64788930559644
944e790f6e64eccf6df361247858165f17dd7abb,0.3718870081581116
ac112e94587e6e4249b7182329ee5a5040ae94ea,531.6755595450439
a58cf11e498228f9aaca92b0c49f955a6163fb59,436.37603367388317
e8c84701c041b7f3b39f3125a0449fa633589fbe,490.6146123708462
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,590.9353939382629
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,0.9220080846085992
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,432.2849912329031
e64ad901853230e396be49311ea98121c348fac6,486.9322337534435
8532af19be3729ea233c1f29e4c015820fc7fb3a,492.1621054205252
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,468.26891657011936
26853fd075fe27954772c3070997635b94f32b83,438.7524771112376
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,537.874128065438
574ec310dee846f9ae8eb278480257d463f6fbcc,478.94669361232127
ebb32b8df4ff9b202ba904f310724ce230cb4305,0.0
8a46e35787225c3e7adef2b998ad9c93a952106b,533.8193867307369
b62bf908b504e8c6898777a7f5b88afed358caea,397.92327272794597
10d22971ca4f53fc62d02905809ff1c37fbb68fc,593.6379997591611
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,420.81842387773963
cad47b624b484cb16291449cee30707a46c20199,0.0
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,526.2194156696938
bb6c0df09cb6663f142ce6da382b804353453af2,1.3037598003014352
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,465.72026998116553
7bd0affe1bdd3681a0faecd80a3d48c023b986de,1.1203343016901783
d76614020539405f481c0f5ffb9e6f88a0bf21b7,429.029899384567
5ce2df96a99343819ead41bf242044177439696d,1.0355523935528623
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,0.0
a9216c3fc0c0bf14cda0ca26a71c205458b74896,1.58567347000335
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,510.7461377480421
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,474.8172886678855
176b027cd932b17fcb6f119cfcef338a175062b8,402.39190943050966
41474f2dda61d97f38ba79906d3dbcce223d1bd1,518.7419495142591
421eb738f9e2ea73e5f4227c915762d6421102ac,1.2475848735877904
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,480.43079533833253
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,30.28475702957295
134d96275e3893946c3a0e1d59f86b336fe64f6e,0.0
d4e97da32ccb6987ec074aa48c24ce949c05a78c,424.73360596380877
fa556e489987a0588e9a8edb5327e2bde1679670,1.444716635152389
95c1d266a2524560761df98b376c17604733a6ad,521.1647981474457
c11c4303d2632cde64105a35554ecb77a8564260,476.42478173985154
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,483.3126927263584
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,514.1863775359536
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,447.17348190459603
580c34923cbde328e0aef1641dd02033fc862c04,477.31849155419604
156e1fb82056b0f6953c443446eb4dcceed7c03b,1.712924041900962
29d8bf198da9caa59047268faca60207da24d1b7,535.6277508464213
1b3f80a1cd9fff0408e96169fcaf006936b34fed,476.97945679915756
b5932043b62e0c58e16e2cc2c9d5489390e5c895,489.0209020445275
99092cc60948943c59d68d62ed81a75a03059113,471.3801262552047
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,13.820600615156636
dd69fca6f17420dc911016a79e70583ca7ea330d,409.4053522948729
d387995af060965fb9d18973f3dbf4904f071066,398.113426961577
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,480.71308337545173
543674772357cf9d8a7a8e7dfb89384af80ec30e,508.61249113922725
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,431.8222916311352
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,0.0
0736d379ea0962e316ce84cce8e883321be36abb,441.6384047951986
98cc842c547c69a0d27776e272fd8b61131b0b37,414.11887614201976
890b7696fa85ca2b3e90b3951efec2135e88d5cf,474.4578079129424
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,637.5487347374337
d84b48f7dc7a6e387e6e985525143589754c5b13,416.6549321843696
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,510.4140703965344
dc4fe9d4124d9278f58f6f999711116a3fe58be7,487.3372914635031
f6624d763619c0898b34dc02adf06f53a1721cd0,405.9279919212178
60b1c12559860e7ad966da4c4db5c78e17278fc0,501.25759960907794
a3f3dcb89101d86171f8bb4f4f57939717cf298a,0.0
4f365503582b97ea96462d0d36895a5e7f5926df,428.66437905422265
c80869804effb21d50cc8fff3f4c27ba5521240c,394.384042930277
d0f351638d60e84b890a498d69c9a7961cdcdf36,481.5673801858311
48e8ec135997ff3676648d5c144c3c7150a7bbb1,407.9873060685975
45484014aefd10ea3e4b08fb93e66c251709cca6,459.08456389528175
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,423.967197132064
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,414.9321876760734
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,564.207322083451
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,392.9667837872646
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,582.007422902987
c83c66733c5bd90a59996e473bb69e44f6522976,417.19402109734966
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,1.2475848735877904
4c373daf5547a6292c4905696c148ec83f95f083,1.9674251856961895
4549620b5459bb28990580f4ca0b4c2adc5b1a68,1.0355523935528623
87f89c855f377c5b100ad2986cc6569e31d94a98,522.8487350837037
d0d8601aab147c191ae37365a930c1ed3eb0414b,0.0
9a25537903e8e7eab1dfb357903d241e24e86fb8,0.8658331578949543
eaecf3dd32668664e1dcc2d6c7a69042824806a6,454.3139710922963
d19fa85793fcb8ae3126d10592c9c57d3b32971f,1.6666614882293551
c59b370d3aa06b68878c836bceac844953d74972,489.44151754339657
5a6d397150d1a9e9c82e120f92d1e782da34bddb,0.2309301733071507
b2128312e70fdb830091aecb6b27d82617e2e226,433.14427947082766
8257941af168c0cc15f28bd596fd922352dae732,408.65735558357426
854ce153823802674f35bbe1ec010b12e9b3a56f,432.696748059341
27f1db4e266b154f6f7fbef9c225fab472652a7b,423.68946950122927
11b90bed4a05d11169f308370faf81d6e9ca2c4f,421.0037686592982
5c55b7aeae6cb75ec715b4629812175239e45c15,0.9930837297925663
1391c7de937e0fea2ad23ebb111e513bf2aca2af,20.71407974022955
e9488c35627294cd8f5a809c0667aef7a3f0d465,0.0
39c22d725a24b290af887b25175ae0a8d560db4b,1.2475848735877904
e001e1d73163c327a4d800697b1b36cd6921f60d,448.5407956170142
b83424ca8973e4b2eebf6eb9e26e842999432d22,402.263668599695
202da3f471204ad489ebf0c3856437337534112d,0.0
912d751c54b46c860c5ba61666fc6fc59ca2689d,373.3276380447259
8376d681a277c58f06ab633a06eaa66391126246,0.0
e114f7b197069bde8e158a0dbeaa022dd0c4e280,445.8133886170454
fa84edf183bd459ea9394d77bdc191683a75ff66,565.3922073980875
76190ff09a736ff83169394b770699b2709c5a27,502.20316989452283
515db15df8581ae72bb8e8358833016adee74e02,457.1911583784625
e2a05053c19e6fba60d0e582e6c7f371728a7106,455.85937794467753
66c14322296ac259374ec98c5c3bb2bd67ba25e9,1.412160344434131
2378556841bc8d5746f2b94d6adefc2db20f9518,538.174898490566
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,0.0
796d558152d241567f8a72b535a5e36fe78886f3,450.38119571760154
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,523.7264021960473
3c748fc7a94edb7ac1484373751ffa8574a3281d,414.3232814385565
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,404.0649935098507
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,0.767344986804293
10a1e8808e744c619376bff659f859cd71e8c41d,443.12881375011256
fc959dafc37dde3f173f083486d84ce5c817443f,449.64648222841964
6979d91c0a1903a336c640e14eed100821a0e24d,457.5467611357111
d4e37c4c1235ce014392f6c8ba0436f195b9e459,542.1524408420635
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,1.571967207050001
565a955a60c6073157aa869c0351c626a7171ef3,532.6060528746114
5697c01ee87a008056ebc0993a1028b41a26d251,1.712924041900962
99be797e423b5ae08fe342ea772738f71975df47,600.7591323494902
b579ea83f2d6c15b2c717d16a89827d65f39904b,485.61436866447167
e9373b5c22567bec508f2fa2580e4dc3ff687caa,542.2843698761873
a465af361b68bd536dd8bf61d522b9b21755ab60,513.6950491344973
c8feec2a94d996d03534ce935dec7a034667f107,668.7267655858578
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,461.19947855294816
f4f7888cfe88b7a3b0f3d94749921976353ae82c,462.12476470671504
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,467.5833843397442
2e466f15ac7b80870736fac2d0cf4bd7f362e852,458.67604815729356
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,1.539410916331743
fc83a5c665f70f39b4c7d326118cbf21a898e660,598.847633573218
c26fbd904781a4f6c37a8f8969778f687c6c1424,0.0
ced4913c2220be57c54bc9f87bb4f441d5976671,469.55988087641794
880ade460a231d722e8bb0e4d17f3c8f77663d37,396.2107827016752
7c869f5b89ddf3130c87011b6508ee59e32682c5,413.8175332842921
9027f65d4e576928ca59690c280050c53d66506a,669.4841625590074
09eb415bcb9842d207139c8bddf32427a134d51e,531.3766763417308
f8224c83e27f4921df62876f7ff660b1dab3d974,467.6804216414329
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,1.8401746137985775
dfec3182aec0997207e0845b072498065ec89aac,612.8932586160258
d653549f6d0ba70e2113b2cc56e9a83e331d2462,548.0828147933728
e95674df974af80342f676ca9e3540aecec2b8dc,489.6139182843631
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,517.6902510845263
2b7b15015ab18dc51893827c7e3f01d931a70410,0.0
22d86e8b43a9412df86ec15ac231b9919e3ec905,458.5004276000975
1c61035799f6afe7f44c1fb68567d7a8945c3943,572.0362026330712
d5ed4b8732b0d7127a64f7e71137d321c56cc198,425.5656083318549
63edbbe59337f861a710bee4fe8a691d231f23da,428.59472596826953
f62bf9257782d839d38f84376b79611ed0de655d,0.8658331578949543
cf14952b5b09ad1a9497769e3a08da2fd74c6102,0.9083018216552503
21b8ef230efbfca6b5f15b36a3243d76ed390967,497.1474510957934
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,422.6135592353241
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,0.0
3de3c134579726fe4606b7a05f82ce19f00adb09,634.1377587676064
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,426.75098714087574
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,405.1617880208528
520c60d32fd2af8be76abd332859b36d8ae45900,446.43408163043614
6cb6e2310b52c2898e500f81bea938446592568b,465.54020823762954
0193b535914e1c5a445bede11a408bf1709cd3cb,474.1962087682165
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,510.5926817236991
c512a461034cd90a9c5f1a32332b748041cfeba3,0.6949194667200658
6f77bbe0fc418131d06d15f50b30073eae680dbb,1.317466063254777
9b378e3937af8e97d4753cdf0c8917306354aaaf,491.85287914668413
1c92f54a5fe563622a0e23cf116461a7e147efd8,535.0000364414869
90facc45f7578775e3278aa0bd4fb59dad4d37c1,413.48718778558157
563bd02a1204c85e79026a020ba5af29bce95c12,88.27386673620413
c8062c4cc7e023996bd37b87295f5a2957ddb172,454.3884117238343
ea7cc5987f9cc7f756d501961f64fa5769013823,0.0
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,591.3203399485634
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,444.1689187905425
1b61f7e184c7040ae4cea725153965e1f7f75308,443.9918688609243
aea68e00d370c2a0cfd02bf868824dec427bf23a,0.640094414906681
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,1.8401746137985775
95a9c65324583892b2d1a0c1c5163488f92d4a6d,395.9791187243145
5b7e7632cf766876026d0da6aa7c6df77bc13438,441.38946316113066
a3be14b06b7aef01331da18e7a1678222b563151,0.7810512497576383
92b8965cf3fb76d11e5061f26e577c23d212b9c5,1.8401746137985775
96fd0462597b8cf21b1e918c1947106cd8359e5d,515.5563870778261
5c1cef937c40bf8c30c119160bedde7ef679454e,588.6656528735191
27dce80bee1eadbcd82bc7d09adb063e116870f6,0.0
271a7e5b703fc3f29f6669415048a760e6355c5b,0.0
e39fbeab552a4b6492346d821d095c3a0d691555,433.9032004823335
93694c58636eabfe86550e734efb3775ba4d739f,490.00042338117885
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,635.1684762058759
6c05e70130682975c1485a862b6e08b895650671,428.036358865229
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,403.8356620107682
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,372.46893807576566
283df09083d3c7bec2590f22355c7ba32ec88623,519.7630859745055
40b96e97dc29dfc990656e30c1038e846b6c8ff2,1.2475848735877904
ff362d0a648559b9146fb97ee248eb423c3d6a50,1.412160344434131
717ae2ab18e7ba03c4f3af66500ece6580b29b71,1.190215491357165
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,578.9542184801311
23131f453efc29c2af9553d307692c60a3add1ae,449.07821679614176
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,442.6359679391005
941646a7d24ee2837d7de90ff0a736bb8f61d68c,411.5097782621576
cd705413010e6e74f3b90ee78dbbd8b767488f0c,0.0
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,500.72045861375136
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,425.62853333281583
72882a9cffe151d94be90e02ce3967a91b628099,491.07066341749476
cf62916c9829bd3ad05104151eee856d6de7ca1c,593.3828553531301
6b8f4241357e65c0491cc0ef96396f811574134c,452.53771113571133
298806ed4313157d412e860ac3ea8833d6ca6970,0.640094414906681
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,410.617922763807
4485f973590cff61be5ec78cb3032d5fdf25b809,0.29946148807388084
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,454.77522473097747
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,0.0
8288badec4740382dbf7c33e4095cd4db0021bf7,389.10104210761585
5e139289eb167622f915eea3d1d6e49d15d1c873,529.9730410422055
fc050b2c8fa3446890fe1418332352177dd34506,464.8047749491534
8f309746992f374b4c2ea88f171233a9469ba649,464.9043761165117
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,481.0496857169698
145b6344526f9df32f4046c8227282477c51d69f,437.6680703320439
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,448.85834008971466
b23775f4cd460ba687d77b058f2bc46381a0fbfe,454.02835884911497
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,591.5419818422978
9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42,0.9930837297925663
08b5008c1ba3ee34dcafcb332c51d485da0313f4,1.412160344434131
